"id","id","kode","name","deskripsi"
"__export__.cdn_icd9_13176_48579a68","__export__.cdn_icd9_13176_48579a68","42.89","Other repair of esophagus","Esophageal repair NEC"
"__export__.cdn_icd9_13177_2e7ca1c7","__export__.cdn_icd9_13177_2e7ca1c7","42.91","Ligation of esophageal varices","Ligation esoph varix"
"__export__.cdn_icd9_13178_fdf06e39","__export__.cdn_icd9_13178_fdf06e39","42.92","Dilation of esophagus","Esophageal dilation"
"__export__.cdn_icd9_13179_d7ee599f","__export__.cdn_icd9_13179_d7ee599f","42.99","Other operations on esophagus","Esophageal operation NEC"
"__export__.cdn_icd9_13180_532e1eea","__export__.cdn_icd9_13180_532e1eea","43.0","Gastrotomy","Gastrotomy"
"__export__.cdn_icd9_13181_5808808d","__export__.cdn_icd9_13181_5808808d","43.11","Percutaneous [endoscopic] gastrostomy [PEG]","Percu endosc gastrostomy"
"__export__.cdn_icd9_13182_1b411588","__export__.cdn_icd9_13182_1b411588","43.19","Other gastrostomy","Other gastrostomy"
"__export__.cdn_icd9_13183_94531f02","__export__.cdn_icd9_13183_94531f02","43.3","Pyloromyotomy","Pyloromyotomy"
"__export__.cdn_icd9_13184_720603c6","__export__.cdn_icd9_13184_720603c6","43.41","Endoscopic excision or destruction of lesion or tissue of stomach","Endosc destr stomach les"
"__export__.cdn_icd9_13185_c81ba568","__export__.cdn_icd9_13185_c81ba568","43.42","Local excision of other lesion or tissue of stomach","Local gastr excision NEC"
"__export__.cdn_icd9_13186_ff47cd1b","__export__.cdn_icd9_13186_ff47cd1b","43.49","Other destruction of lesion or tissue of stomach","Local gastr destruct NEC"
"__export__.cdn_icd9_13187_a8bea2da","__export__.cdn_icd9_13187_a8bea2da","43.5","Partial gastrectomy with anastomosis to esophagus","Proximal gastrectomy"
"__export__.cdn_icd9_13188_e102d1cb","__export__.cdn_icd9_13188_e102d1cb","43.6","Partial gastrectomy with anastomosis to duodenum","Distal gastrectomy"
"__export__.cdn_icd9_13189_1f802572","__export__.cdn_icd9_13189_1f802572","43.7","Partial gastrectomy with anastomosis to jejunum","Part gastrec w jej anast"
"__export__.cdn_icd9_13190_efec4485","__export__.cdn_icd9_13190_efec4485","43.81","Partial gastrectomy with jejunal transposition","Part gast w jej transpos"
"__export__.cdn_icd9_13191_611c1ce8","__export__.cdn_icd9_13191_611c1ce8","43.82","Laparoscopic vertical (sleeve) gastrectomy","Lap vertical gastrectomy"
"__export__.cdn_icd9_13192_f1b08422","__export__.cdn_icd9_13192_f1b08422","43.89","Open and other partial gastrectomy","Opn/oth part gastrectomy"
"__export__.cdn_icd9_13193_a064dee8","__export__.cdn_icd9_13193_a064dee8","43.91","Total gastrectomy with intestinal interposition","Tot gast w intes interpo"
"__export__.cdn_icd9_13194_6a175416","__export__.cdn_icd9_13194_6a175416","43.99","Other total gastrectomy","Total gastrectomy NEC"
"__export__.cdn_icd9_13195_bfc732bd","__export__.cdn_icd9_13195_bfc732bd","44.00","Vagotomy, not otherwise specified","Vagotomy NOS"
"__export__.cdn_icd9_13196_ca381e94","__export__.cdn_icd9_13196_ca381e94","44.01","Truncal vagotomy","Truncal vagotomy"
"__export__.cdn_icd9_13197_ed5ff12f","__export__.cdn_icd9_13197_ed5ff12f","44.02","Highly selective vagotomy","Highly select vagotomy"
"__export__.cdn_icd9_13198_0486a7cb","__export__.cdn_icd9_13198_0486a7cb","44.03","Other selective vagotomy","Selective vagotomy NEC"
"__export__.cdn_icd9_13199_6e89caa7","__export__.cdn_icd9_13199_6e89caa7","44.11","Transabdominal gastroscopy","Transabdomin gastroscopy"
"__export__.cdn_icd9_13200_274ef0cb","__export__.cdn_icd9_13200_274ef0cb","44.12","Gastroscopy through artificial stoma","Gastroscopy thru stoma"
"__export__.cdn_icd9_13201_14bd18f2","__export__.cdn_icd9_13201_14bd18f2","44.13","Other gastroscopy","Gastroscopy NEC"
"__export__.cdn_icd9_13202_fb90682d","__export__.cdn_icd9_13202_fb90682d","44.14","Closed [endoscopic] biopsy of stomach","Closed gastric biopsy"
"__export__.cdn_icd9_13203_62e4766a","__export__.cdn_icd9_13203_62e4766a","44.15","Open biopsy of stomach","Open gastric biopsy"
"__export__.cdn_icd9_13204_003b0a17","__export__.cdn_icd9_13204_003b0a17","44.19","Other diagnostic procedures on stomach","Gastric diagnos proc NEC"
"__export__.cdn_icd9_13205_8a8cb6fb","__export__.cdn_icd9_13205_8a8cb6fb","44.21","Dilation of pylorus by incision","Dilate pylorus, incision"
"__export__.cdn_icd9_13206_ff113a5a","__export__.cdn_icd9_13206_ff113a5a","44.22","Endoscopic dilation of pylorus","Endoscop dilate pylorus"
"__export__.cdn_icd9_13207_15b686b3","__export__.cdn_icd9_13207_15b686b3","44.29","Other pyloroplasty","Other pyloroplasty"
"__export__.cdn_icd9_13208_ccbb1dbe","__export__.cdn_icd9_13208_ccbb1dbe","44.31","High gastric bypass","High gastric bypass"
"__export__.cdn_icd9_13209_d29df207","__export__.cdn_icd9_13209_d29df207","44.32","Percutaneous [endoscopic] gastrojejunostomy","Percu gastrojejunostomy"
"__export__.cdn_icd9_13210_b0ee3c37","__export__.cdn_icd9_13210_b0ee3c37","44.38","Laparoscopic gastroenterostomy","Lap gastroenterostomy"
"__export__.cdn_icd9_13211_9c3a3d20","__export__.cdn_icd9_13211_9c3a3d20","44.39","Other gastroenterostomy without gastrectomy","Gastroenterostomy NEC"
"__export__.cdn_icd9_13212_71c64ad3","__export__.cdn_icd9_13212_71c64ad3","44.40","Suture of peptic ulcer, not otherwise specified","Suture peptic ulcer NOS"
"__export__.cdn_icd9_13213_9fb357b5","__export__.cdn_icd9_13213_9fb357b5","44.41","Suture of gastric ulcer site","Sut gastric ulcer site"
"__export__.cdn_icd9_13214_9152f2d8","__export__.cdn_icd9_13214_9152f2d8","44.42","Suture of duodenal ulcer site","Suture duoden ulcer site"
"__export__.cdn_icd9_13215_274253c7","__export__.cdn_icd9_13215_274253c7","44.43","Endoscopic control of gastric or duodenal bleeding","Endosc control gast hem"
"__export__.cdn_icd9_13216_176f737e","__export__.cdn_icd9_13216_176f737e","44.44","Transcatheter embolization for gastric or duodenal bleeding","Transcath embo gast hem"
"__export__.cdn_icd9_13217_7f1f7555","__export__.cdn_icd9_13217_7f1f7555","44.49","Other control of hemorrhage of stomach or duodenum","Other control gast hem"
"__export__.cdn_icd9_13218_dcf727a4","__export__.cdn_icd9_13218_dcf727a4","44.5","Revision of gastric anastomosis","Revision gastric anastom"
"__export__.cdn_icd9_13219_0f23d62c","__export__.cdn_icd9_13219_0f23d62c","44.61","Suture of laceration of stomach","Suture gastric lacerat"
"__export__.cdn_icd9_13220_cca75c2f","__export__.cdn_icd9_13220_cca75c2f","44.62","Closure of gastrostomy","Gastrostomy closure"
"__export__.cdn_icd9_13221_ede090eb","__export__.cdn_icd9_13221_ede090eb","44.63","Closure of other gastric fistula","Close gastric fistul NEC"
"__export__.cdn_icd9_13222_7c3e50f1","__export__.cdn_icd9_13222_7c3e50f1","44.64","Gastropexy","Gastropexy"
"__export__.cdn_icd9_13223_6392b3c1","__export__.cdn_icd9_13223_6392b3c1","44.65","Esophagogastroplasty","Esophagogastroplasty"
"__export__.cdn_icd9_13224_b8af0b9c","__export__.cdn_icd9_13224_b8af0b9c","44.66","Other procedures for creation of esophagogastric sphincteric competence","Creat esophagastr sphinc"
"__export__.cdn_icd9_13225_b3af345f","__export__.cdn_icd9_13225_b3af345f","44.67","Laparoscopic procedures for creation of esophagogastric sphincteric competence","Lap creat esoph sphinct"
"__export__.cdn_icd9_13226_b6f49528","__export__.cdn_icd9_13226_b6f49528","44.68","Laparoscopic gastroplasty","Laparoscop gastroplasty"
"__export__.cdn_icd9_13227_b7611f48","__export__.cdn_icd9_13227_b7611f48","44.69","Other repair of stomach","Gastric repair NEC"
"__export__.cdn_icd9_13228_9152deff","__export__.cdn_icd9_13228_9152deff","44.91","Ligation of gastric varices","Ligate gastric varices"
"__export__.cdn_icd9_13229_d392b02f","__export__.cdn_icd9_13229_d392b02f","44.92","Intraoperative manipulation of stomach","Intraop gastric manipul"
"__export__.cdn_icd9_13230_afbb46bc","__export__.cdn_icd9_13230_afbb46bc","44.93","Insertion of gastric bubble (balloon)","Insert gastric bubble"
"__export__.cdn_icd9_13231_65419377","__export__.cdn_icd9_13231_65419377","44.94","Removal of gastric bubble (balloon)","Remove gastric bubble"
"__export__.cdn_icd9_13232_ff393bfc","__export__.cdn_icd9_13232_ff393bfc","44.95","Laparoscopic gastric restrictive procedure","Lap gastric restric proc"
"__export__.cdn_icd9_13233_57ded49b","__export__.cdn_icd9_13233_57ded49b","44.96","Laparoscopic revision of gastric restrictive procedure","Lap rev gast restri proc"
"__export__.cdn_icd9_13234_03556213","__export__.cdn_icd9_13234_03556213","44.97","Laparoscopic removal of gastric restrictive device(s)","Lap rem gast restric dev"
"__export__.cdn_icd9_13235_b8e094e6","__export__.cdn_icd9_13235_b8e094e6","44.98","(Laparoscopic) adjustment of size of adjustable gastric restrictive device","Adjust gast restrict dev"
"__export__.cdn_icd9_13236_f0a04243","__export__.cdn_icd9_13236_f0a04243","44.99","Other operations on stomach","Gastric operation NEC"
"__export__.cdn_icd9_13237_99c770ad","__export__.cdn_icd9_13237_99c770ad","45.00","Incision of intestine, not otherwise specified","Intestinal incision NOS"
"__export__.cdn_icd9_13238_ffdc647d","__export__.cdn_icd9_13238_ffdc647d","45.01","Incision of duodenum","Duodenal incision"
"__export__.cdn_icd9_13239_4d1e683f","__export__.cdn_icd9_13239_4d1e683f","45.02","Other incision of small intestine","Small bowel incision NEC"
"__export__.cdn_icd9_13240_ef6ae9df","__export__.cdn_icd9_13240_ef6ae9df","45.03","Incision of large intestine","Large bowel incision"
"__export__.cdn_icd9_13241_dc55fd03","__export__.cdn_icd9_13241_dc55fd03","45.11","Transabdominal endoscopy of small intestine","Transab sm bowel endosc"
"__export__.cdn_icd9_13242_c68fa3ad","__export__.cdn_icd9_13242_c68fa3ad","45.12","Endoscopy of small intestine through artificial stoma","Endosc sm bowel thru st"
"__export__.cdn_icd9_13243_67f3f4d2","__export__.cdn_icd9_13243_67f3f4d2","45.13","Other endoscopy of small intestine","Sm bowel endoscopy NEC"
"__export__.cdn_icd9_13244_d9f142cb","__export__.cdn_icd9_13244_d9f142cb","45.14","Closed [endoscopic] biopsy of small intestine","Clos small bowel biopsy"
"__export__.cdn_icd9_13245_b981c62b","__export__.cdn_icd9_13245_b981c62b","45.15","Open biopsy of small intestine","Open small bowel biopsy"
"__export__.cdn_icd9_13246_d85333a4","__export__.cdn_icd9_13246_d85333a4","45.16","Esophagogastroduodenoscopy [EGD] with closed biopsy","Egd with closed biopsy"
"__export__.cdn_icd9_13247_3c89cbc2","__export__.cdn_icd9_13247_3c89cbc2","45.19","Other diagnostic procedures on small intestine","Sm bowel dx proc NEC"
"__export__.cdn_icd9_13248_c7c8159c","__export__.cdn_icd9_13248_c7c8159c","45.21","Transabdominal endoscopy of large intestine","Transab lg bowel endosc"
"__export__.cdn_icd9_13249_4cbfcec6","__export__.cdn_icd9_13249_4cbfcec6","45.22","Endoscopy of large intestine through artificial stoma","Endosc lg bowel thru st"
"__export__.cdn_icd9_13250_d3e61925","__export__.cdn_icd9_13250_d3e61925","45.23","Colonoscopy","Colonoscopy"
"__export__.cdn_icd9_13251_fb06fc32","__export__.cdn_icd9_13251_fb06fc32","45.24","Flexible sigmoidoscopy","Flexible sigmoidoscopy"
"__export__.cdn_icd9_13252_10d4e2c9","__export__.cdn_icd9_13252_10d4e2c9","45.25","Closed [endoscopic] biopsy of large intestine","Clos large bowel biopsy"
"__export__.cdn_icd9_13253_ea9e65a4","__export__.cdn_icd9_13253_ea9e65a4","45.26","Open biopsy of large intestine","Open large bowel biopsy"
"__export__.cdn_icd9_13254_5855a3b3","__export__.cdn_icd9_13254_5855a3b3","45.27","Intestinal biopsy, site unspecified","Intestinal biopsy NOS"
"__export__.cdn_icd9_13255_d8239ebe","__export__.cdn_icd9_13255_d8239ebe","45.28","Other diagnostic procedures on large intestine","Lg bowel dx proced NEC"
"__export__.cdn_icd9_13256_a53b0054","__export__.cdn_icd9_13256_a53b0054","45.29","Other diagnostic procedures on intestine, site unspecified","Bowel diagnost proc NEC"
"__export__.cdn_icd9_13257_d733e2b5","__export__.cdn_icd9_13257_d733e2b5","45.30","Endoscopic excision or destruction of lesion of duodenum","Endosc destru duoden les"
"__export__.cdn_icd9_13258_034a5e94","__export__.cdn_icd9_13258_034a5e94","45.31","Other local excision of lesion of duodenum","Oth excise duodenum les"
"__export__.cdn_icd9_13259_541356a3","__export__.cdn_icd9_13259_541356a3","45.32","Other destruction of lesion of duodenum","Destruct duoden les NEC"
"__export__.cdn_icd9_13260_3870ec5a","__export__.cdn_icd9_13260_3870ec5a","45.33","Local excision of lesion or tissue of small intestine, except duodenum","Local excis sm bowel NEC"
"__export__.cdn_icd9_13261_71fefb00","__export__.cdn_icd9_13261_71fefb00","45.34","Other destruction of lesion of small intestine, except duodenum","Destr sm bowel les NEC"
"__export__.cdn_icd9_13262_75e0fc42","__export__.cdn_icd9_13262_75e0fc42","45.41","Excision of lesion or tissue of large intestine","Excise lg intestine les"
"__export__.cdn_icd9_13263_ed032ed8","__export__.cdn_icd9_13263_ed032ed8","45.42","Endoscopic polypectomy of large intestine","Endo polpectomy lrge int"
"__export__.cdn_icd9_13264_56e16cdb","__export__.cdn_icd9_13264_56e16cdb","45.43","Endoscopic destruction of other lesion or tissue of large intestine","Endosc destru lg int les"
"__export__.cdn_icd9_13265_47214509","__export__.cdn_icd9_13265_47214509","45.49","Other destruction of lesion of large intestine","Destruc lg bowel les NEC"
"__export__.cdn_icd9_13266_0834570b","__export__.cdn_icd9_13266_0834570b","45.50","Isolation of intestinal segment, not otherwise specified","Intest seg isolat NOS"
"__export__.cdn_icd9_13267_fa7dcfa7","__export__.cdn_icd9_13267_fa7dcfa7","45.51","Isolation of segment of small intestine","Sm bowel segment isolat"
"__export__.cdn_icd9_13268_7d4665ee","__export__.cdn_icd9_13268_7d4665ee","45.52","Isolation of segment of large intestine","Lg bowel segment isolat"
"__export__.cdn_icd9_13269_b514cd6e","__export__.cdn_icd9_13269_b514cd6e","45.61","Multiple segmental resection of small intestine","Mult seg sm bowel excis"
"__export__.cdn_icd9_13270_c5326f46","__export__.cdn_icd9_13270_c5326f46","45.62","Other partial resection of small intestine","Part sm bowel resect NEC"
"__export__.cdn_icd9_13271_104eb2bb","__export__.cdn_icd9_13271_104eb2bb","45.63","Total removal of small intestine","Total removal sm bowel"
"__export__.cdn_icd9_13272_f1859e9e","__export__.cdn_icd9_13272_f1859e9e","45.71","Open and other multiple segmental resection of large intestine","Opn mul seg lg intes NEC"
"__export__.cdn_icd9_13273_227b08eb","__export__.cdn_icd9_13273_227b08eb","45.72","Open and other cecectomy","Open cecectomy NEC"
"__export__.cdn_icd9_13274_1958d523","__export__.cdn_icd9_13274_1958d523","45.73","Open and other right hemicolectomy","Opn rt hemicolectomy NEC"
"__export__.cdn_icd9_13275_74802245","__export__.cdn_icd9_13275_74802245","45.74","Open and other resection of transverse colon","Opn transv colon res NEC"
"__export__.cdn_icd9_13276_45c26ed4","__export__.cdn_icd9_13276_45c26ed4","45.75","Open and other left hemicolectomy","Opn lft hemicolectmy NEC"
"__export__.cdn_icd9_13277_4cddfc88","__export__.cdn_icd9_13277_4cddfc88","45.76","Open and other sigmoidectomy","Open sigmoidectomy NEC"
"__export__.cdn_icd9_13278_afda3e0b","__export__.cdn_icd9_13278_afda3e0b","45.79","Other and unspecified partial excision of large intestine","Prt lg intes exc NEC/NOS"
"__export__.cdn_icd9_13279_86641fa6","__export__.cdn_icd9_13279_86641fa6","45.81","Laparoscopic total intra-abdominal colectomy","Lap tot intr-ab colectmy"
"__export__.cdn_icd9_13280_39455f2e","__export__.cdn_icd9_13280_39455f2e","45.82","Open total intra-abdominal colectomy","Op tot intr-abd colectmy"
"__export__.cdn_icd9_13281_d19b0699","__export__.cdn_icd9_13281_d19b0699","45.83","Other and unspecified total intra-abdominal colectomy","Tot abd colectmy NEC/NOS"
"__export__.cdn_icd9_13282_4acf3562","__export__.cdn_icd9_13282_4acf3562","45.90","Intestinal anastomosis, not otherwise specified","Intestinal anastom NOS"
"__export__.cdn_icd9_13283_83a8a741","__export__.cdn_icd9_13283_83a8a741","45.91","Small-to-small intestinal anastomosis","Sm-to-sm bowel anastom"
"__export__.cdn_icd9_13284_c232cebe","__export__.cdn_icd9_13284_c232cebe","45.92","Anastomosis of small intestine to rectal stump","Sm bowel-rect stump anas"
"__export__.cdn_icd9_13285_fc0544eb","__export__.cdn_icd9_13285_fc0544eb","45.93","Other small-to-large intestinal anastomosis","Small-to-large bowel NEC"
"__export__.cdn_icd9_13286_cad32df4","__export__.cdn_icd9_13286_cad32df4","45.94","Large-to-large intestinal anastomosis","Lg-to-lg bowel anastom"
"__export__.cdn_icd9_13287_09790833","__export__.cdn_icd9_13287_09790833","45.95","Anastomosis to anus","Anal anastomosis"
"__export__.cdn_icd9_13288_d9f6b3b2","__export__.cdn_icd9_13288_d9f6b3b2","46.01","Exteriorization of small intestine","Sm bowel exteriorization"
"__export__.cdn_icd9_13289_4b0fba3d","__export__.cdn_icd9_13289_4b0fba3d","46.02","Resection of exteriorized segment of small intestine","Resect ext seg sm bowel"
"__export__.cdn_icd9_13290_dcdece10","__export__.cdn_icd9_13290_dcdece10","46.03","Exteriorization of large intestine","Lg bowel exteriorization"
"__export__.cdn_icd9_13291_07d796da","__export__.cdn_icd9_13291_07d796da","46.04","Resection of exteriorized segment of large intestine","Resect ext seg lg bowel"
"__export__.cdn_icd9_13292_f78de527","__export__.cdn_icd9_13292_f78de527","46.10","Colostomy, not otherwise specified","Colostomy NOS"
"__export__.cdn_icd9_13293_5aade149","__export__.cdn_icd9_13293_5aade149","46.11","Temporary colostomy","Temporary colostomy"
